model_id,model_name,model_family,developer,release_date,context_window_tokens,mode,sources_found_in,canonical_model_id_litellm,canonical_model_id_openrouter,canonical_model_id_modelsdev,dedup_confidence,dedup_notes,avg_agentic_coding_score,avg_reasoning_chat_score
ollama-deepseek-v3-1,ollama-deepseek-v3-1,llama,ollama,,163840.0,chat,litellm,ollama/deepseek-v3.1:671b-cloud,,,high,,,
ollama-gpt-oss,ollama-gpt-oss,llama,ollama,,131072.0,chat,litellm,ollama/gpt-oss:120b-cloud,,,high,,,
ollama-internlm2-5-20b-chat,ollama-internlm2-5-20b-chat,llama,ollama,,8192.0,chat,litellm,ollama/internlm2_5-20b-chat,,,high,,,
ollama-llama2,ollama-llama2,llama,ollama,,4096.0,chat,litellm,ollama/llama2,,,high,,,
ollama-llama2-uncensored,ollama-llama2-uncensored,llama,ollama,,4096.0,completion,litellm,ollama/llama2-uncensored,,,high,,,
ollama-llama3,ollama-llama3,llama,ollama,,8192.0,chat,litellm,ollama/llama3,,,high,,,
ollama-llama3-1,ollama-llama3-1,llama,ollama,,8192.0,chat,litellm,ollama/llama3.1,,,high,,,
ollama-mistral,ollama-mistral,llama,ollama,,8192.0,completion,litellm,ollama/mistral,,,high,,,
ollama-mistral-7b-instruct-v0-1,ollama-mistral-7b-instruct-v0-1,llama,ollama,,8192.0,chat,litellm,ollama/mistral-7B-Instruct-v0.1,,,high,,,
ollama-mistral-7b-instruct-v0-2,ollama-mistral-7b-instruct-v0-2,llama,ollama,,32768.0,chat,litellm,ollama/mistral-7B-Instruct-v0.2,,,high,,,
ollama-mistral-large-instruct-2407,ollama-mistral-large-instruct-2407,llama,ollama,,8192.0,chat,litellm,ollama/mistral-large-instruct-2407,,,high,,,
ollama-mixtral-8x22b-instruct-v0-1,ollama-mixtral-8x22b-instruct-v0-1,llama,ollama,,65536.0,chat,litellm,ollama/mixtral-8x22B-Instruct-v0.1,,,high,,,
ollama-mixtral-8x7b-instruct-v0-1,ollama-mixtral-8x7b-instruct-v0-1,llama,ollama,,32768.0,chat,litellm,ollama/mixtral-8x7B-Instruct-v0.1,,,high,,,
ollama-orca-mini,ollama-orca-mini,llama,ollama,,4096.0,completion,litellm,ollama/orca-mini,,,high,,,
ollama-qwen3-coder,ollama-qwen3-coder,llama,ollama,,262144.0,chat,litellm,ollama/qwen3-coder:480b-cloud,,,high,,,
ollama-vicuna,ollama-vicuna,llama,ollama,,2048.0,completion,litellm,ollama/vicuna,,,high,,,
omni-moderation-2024-09-26,omni-moderation-2024-09-26,,,,,moderation,litellm,omni-moderation-2024-09-26,,,high,multiple versioned variants exist for this family,,
omni-moderation-latest,omni-moderation-latest,,,,,moderation,litellm,omni-moderation-latest,,,medium,includes a 'latest' alias; mapping may change over time,,
open-mistral-7b,Mistral 7B,,,2023-09-27,8000.0,chat,modelsdev,,,open-mistral-7b,high,,,
open-mixtral-8x22b,Mixtral 8x22B,mixtral,,2024-04-17,64000.0,chat,modelsdev,,,open-mixtral-8x22b,high,,,
open-mixtral-8x7b,Mixtral 8x7B,mixtral,,2023-12-11,32000.0,chat,modelsdev,,,open-mixtral-8x7b,high,,,
openai-gpt-3-5-turbo,openai-gpt-3-5-turbo,,openrouter,,4095.0,chat,litellm,openrouter/openai/gpt-3.5-turbo,,,high,,,
openai-gpt-3-5-turbo-16k,openai-gpt-3-5-turbo-16k,,openrouter,,16383.0,chat,litellm,openrouter/openai/gpt-3.5-turbo-16k,,,high,,,
openai-gpt-4,openai-gpt-4,gpt-4,openrouter,,8192.0,chat,litellm,openrouter/openai/gpt-4,,,high,,,
openai-gpt-4-1,openai-gpt-4-1,gpt-4,openrouter,,32768.0,chat,litellm,openrouter/openai/gpt-4.1,,,high,,,
openai-gpt-4-1-mini,openai-gpt-4-1-mini,gpt-4,openrouter,,32768.0,chat,litellm,openrouter/openai/gpt-4.1-mini,,,high,,,
openai-gpt-4-1-nano,openai-gpt-4-1-nano,gpt-4,openrouter,,32768.0,chat,litellm,openrouter/openai/gpt-4.1-nano,,,high,,,
openai-gpt-4o,openai-gpt-4o,gpt-4o,openrouter,,4096.0,chat,litellm,openrouter/openai/gpt-4o,,,high,multiple versioned variants exist for this family,,
openai-gpt-4o-2024-05-13,openai-gpt-4o-2024-05-13,gpt-4o,openrouter,,4096.0,chat,litellm,openrouter/openai/gpt-4o-2024-05-13,,,high,multiple versioned variants exist for this family,,
openai-gpt-4o-2024-11-20,GPT-4o,gpt-4o,,2026-02-28,128000.0,chat,modelsdev,,,openai-gpt-4o-2024-11-20,high,multiple versioned variants exist for this family,,
openai-gpt-4o-mini,openai-gpt-4o-mini,gpt-4o,replicate,,,chat,litellm,replicate/openai/gpt-4o-mini,,,high,multiple versioned variants exist for this family,,
openai-gpt-4o-mini-2024-07-18,GPT-4o Mini,gpt-4o,,2026-02-28,128000.0,chat,modelsdev,,,openai-gpt-4o-mini-2024-07-18,high,multiple versioned variants exist for this family,,
openai-gpt-5,openai-gpt-5,,openrouter,,128000.0,chat,litellm,openrouter/openai/gpt-5,,,high,,,
openai-gpt-5-1,openai-gpt-5-1,,perplexity,,,responses,litellm,perplexity/openai/gpt-5.1,,,high,,,
openai-gpt-5-1-codex-max,openai-gpt-5-1-codex-max,,openrouter,,128000.0,chat,litellm,openrouter/openai/gpt-5.1-codex-max,,,high,,,
openai-gpt-5-2,openai-gpt-5-2,,openrouter,,128000.0,chat,litellm,openrouter/openai/gpt-5.2,,,high,,,
openai-gpt-5-2-chat,openai-gpt-5-2-chat,,openrouter,,16384.0,chat,litellm,openrouter/openai/gpt-5.2-chat,,,high,,,
openai-gpt-5-2-codex,openai-gpt-5-2-codex,,openrouter,,128000.0,chat,litellm,openrouter/openai/gpt-5.2-codex,,,high,,,
openai-gpt-5-2-pro,openai-gpt-5-2-pro,,openrouter,,128000.0,chat,litellm,openrouter/openai/gpt-5.2-pro,,,high,,,
openai-gpt-5-chat,openai-gpt-5-chat,,openrouter,,16384.0,chat,litellm,openrouter/openai/gpt-5-chat,,,high,,,
openai-gpt-5-codex,openai-gpt-5-codex,,openrouter,,128000.0,chat,litellm,openrouter/openai/gpt-5-codex,,,high,,,
openai-gpt-5-mini,openai-gpt-5-mini,,openrouter,,128000.0,chat,litellm,openrouter/openai/gpt-5-mini,,,high,,,
openai-gpt-5-nano,openai-gpt-5-nano,,openrouter,,128000.0,chat,litellm,openrouter/openai/gpt-5-nano,,,high,,,
openai-gpt-52,GPT-5.2,,,2025-12-13,256000.0,chat,modelsdev,,,openai-gpt-52,high,,,
openai-gpt-52-codex,GPT-5.2 Codex,,,2025-01-15,256000.0,chat,modelsdev,,,openai-gpt-52-codex,high,,,
openai-gpt-53-codex,GPT-5.3 Codex,,,2026-02-24,400000.0,chat,modelsdev,,,openai-gpt-53-codex,high,,,
openai-gpt-54,GPT-5.4,,,2026-03-05,1000000.0,chat,modelsdev,,,openai-gpt-54,high,,,
openai-gpt-54-pro,GPT-5.4 Pro,,,2026-03-05,1000000.0,chat,modelsdev,,,openai-gpt-54-pro,high,,,
openai-gpt-oss-120b,OpenAI GPT OSS 120B,,deepinfra,2025-11-06,131072.0,chat,"litellm,modelsdev",deepinfra/openai/gpt-oss-120b,,openai-gpt-oss-120b,high,,,
openai-gpt-oss-120b-1,gpt-oss-120b,,,2024-12-01,128000.0,chat,"litellm,modelsdev",openai.gpt-oss-120b-1:0,,openai.gpt-oss-120b-1:0,high,,,
openai-gpt-oss-20b,openai-gpt-oss-20b,,deepinfra,,131072.0,chat,litellm,deepinfra/openai/gpt-oss-20b,,,high,,,
openai-gpt-oss-20b-1,gpt-oss-20b,,,2024-12-01,128000.0,chat,"litellm,modelsdev",openai.gpt-oss-20b-1:0,,openai.gpt-oss-20b-1:0,high,,,
openai-gpt-oss-safeguard-120b,GPT OSS Safeguard 120B,,,2024-12-01,8192.0,chat,"litellm,modelsdev",openai.gpt-oss-safeguard-120b,,openai.gpt-oss-safeguard-120b,high,,,
openai-gpt-oss-safeguard-20b,GPT OSS Safeguard 20B,,groq,2024-12-01,65536.0,chat,"litellm,modelsdev",groq/openai/gpt-oss-safeguard-20b,,openai.gpt-oss-safeguard-20b,high,,,
openai-o1,openai-o1,,openrouter,,100000.0,chat,litellm,openrouter/openai/o1,,,high,,,
openai-o1-mini,openai-o1-mini,,replicate,,,chat,litellm,replicate/openai/o1-mini,,,high,,,
openai-o3-mini,openai-o3-mini,,openrouter,,65536.0,chat,litellm,openrouter/openai/o3-mini,,,high,,,
openai-o3-mini-high,openai-o3-mini-high,,openrouter,,65536.0,chat,litellm,openrouter/openai/o3-mini-high,,,high,,,
openai-o4-mini,openai-o4-mini,,replicate,,,chat,litellm,replicate/openai/o4-mini,,,high,,,
opengvlab-internvl3-78b-tee,InternVL3 78B TEE,,OpenGVLab,2025-01-06,32768.0,chat,modelsdev,,,OpenGVLab/InternVL3-78B-TEE,high,,,
openpipe-qwen3-14b-instruct,OpenPipe Qwen3 14B Instruct,qwen,OpenPipe,2025-04-29,32768.0,chat,modelsdev,,,OpenPipe/Qwen3-14B-Instruct,high,,,
openrouter-auto,openrouter-auto,,openrouter,,2000000.0,chat,litellm,openrouter/openrouter/auto,,,high,,,
openrouter-bodybuilder,openrouter-bodybuilder,,openrouter,,128000.0,chat,litellm,openrouter/openrouter/bodybuilder,,,high,,,
openrouter-free,openrouter-free,,openrouter,,200000.0,chat,litellm,openrouter/openrouter/free,,,high,,,
osmosis-osmosis-structure-0-6b,Osmosis Structure 0.6B,,osmosis,2025-01-01,4000.0,chat,modelsdev,,,osmosis/osmosis-structure-0.6b,high,,,
ovhcloud-deepseek-r1-distill-llama-70b,ovhcloud-deepseek-r1-distill-llama-70b,llama,ovhcloud,,131000.0,chat,litellm,ovhcloud/DeepSeek-R1-Distill-Llama-70B,,,high,,,
ovhcloud-gpt-oss-120b,ovhcloud-gpt-oss-120b,,ovhcloud,,131000.0,chat,litellm,ovhcloud/gpt-oss-120b,,,high,,,
ovhcloud-gpt-oss-20b,ovhcloud-gpt-oss-20b,,ovhcloud,,131000.0,chat,litellm,ovhcloud/gpt-oss-20b,,,high,,,
ovhcloud-llama-3-1-8b-instruct,ovhcloud-llama-3-1-8b-instruct,llama,ovhcloud,,131000.0,chat,litellm,ovhcloud/Llama-3.1-8B-Instruct,,,high,,,
ovhcloud-llava-v1-6-mistral-7b-hf,ovhcloud-llava-v1-6-mistral-7b-hf,,ovhcloud,,32000.0,chat,litellm,ovhcloud/llava-v1.6-mistral-7b-hf,,,high,,,
ovhcloud-mamba-codestral-7b-v0-1,ovhcloud-mamba-codestral-7b-v0-1,,ovhcloud,,256000.0,chat,litellm,ovhcloud/mamba-codestral-7B-v0.1,,,high,,,
ovhcloud-meta-llama-3-1-70b-instruct,ovhcloud-meta-llama-3-1-70b-instruct,llama,ovhcloud,,131000.0,chat,litellm,ovhcloud/Meta-Llama-3_1-70B-Instruct,,,high,,,
ovhcloud-meta-llama-3-3-70b-instruct,ovhcloud-meta-llama-3-3-70b-instruct,llama,ovhcloud,,131000.0,chat,litellm,ovhcloud/Meta-Llama-3_3-70B-Instruct,,,high,,,
ovhcloud-mistral-7b-instruct-v0-3,ovhcloud-mistral-7b-instruct-v0-3,,ovhcloud,,127000.0,chat,litellm,ovhcloud/Mistral-7B-Instruct-v0.3,,,high,,,
ovhcloud-mistral-nemo-instruct-2407,ovhcloud-mistral-nemo-instruct-2407,,ovhcloud,,118000.0,chat,litellm,ovhcloud/Mistral-Nemo-Instruct-2407,,,high,,,
ovhcloud-mistral-small-3-2-24b-instruct-2506,ovhcloud-mistral-small-3-2-24b-instruct-2506,,ovhcloud,,128000.0,chat,litellm,ovhcloud/Mistral-Small-3.2-24B-Instruct-2506,,,high,,,
ovhcloud-mixtral-8x7b-instruct-v0-1,ovhcloud-mixtral-8x7b-instruct-v0-1,mixtral,ovhcloud,,32000.0,chat,litellm,ovhcloud/Mixtral-8x7B-Instruct-v0.1,,,high,,,
ovhcloud-qwen2-5-coder-32b-instruct,ovhcloud-qwen2-5-coder-32b-instruct,qwen,ovhcloud,,32000.0,chat,litellm,ovhcloud/Qwen2.5-Coder-32B-Instruct,,,high,,,
ovhcloud-qwen2-5-vl-72b-instruct,ovhcloud-qwen2-5-vl-72b-instruct,qwen,ovhcloud,,32000.0,chat,litellm,ovhcloud/Qwen2.5-VL-72B-Instruct,,,high,,,
ovhcloud-qwen3-32b,ovhcloud-qwen3-32b,qwen,ovhcloud,,32000.0,chat,litellm,ovhcloud/Qwen3-32B,,,high,,,
paddlepaddle-paddleocr-vl,PaddleOCR-VL,,paddlepaddle,2025-10-22,16384.0,chat,modelsdev,,,paddlepaddle/paddleocr-vl,high,,,
paddlepaddle-paddleocr-vl-1-5,PaddlePaddle/PaddleOCR-VL-1.5,,PaddlePaddle,2026-01-29,16384.0,chat,modelsdev,,,PaddlePaddle/PaddleOCR-VL-1.5,high,,,
palm-chat-bison,palm-chat-bison,,palm,,4096.0,chat,litellm,palm/chat-bison,,,high,,,
palm-chat-bison-001,palm-chat-bison-001,,palm,,4096.0,chat,litellm,palm/chat-bison-001,,,high,,,
palm-text-bison,palm-text-bison,,palm,,1024.0,completion,litellm,palm/text-bison,,,high,,,
palm-text-bison-001,palm-text-bison-001,,palm,,1024.0,completion,litellm,palm/text-bison-001,,,high,,,
palm-text-bison-safety-off,palm-text-bison-safety-off,,palm,,1024.0,completion,litellm,palm/text-bison-safety-off,,,high,,,
palm-text-bison-safety-recitation-off,palm-text-bison-safety-recitation-off,,palm,,1024.0,completion,litellm,palm/text-bison-safety-recitation-off,,,high,,,
pamanseau-openreasoning-nemotron-32b,OpenReasoning Nemotron 32B,,pamanseau,2025-08-21,32768.0,chat,modelsdev,,,pamanseau/OpenReasoning-Nemotron-32B,high,,,
parallel-ai-search,parallel-ai-search,,parallel_ai,,,search,litellm,parallel_ai/search,,,high,,,
parallel-ai-search-pro,parallel-ai-search-pro,,parallel_ai,,,search,litellm,parallel_ai/search-pro,,,high,,,
perplexity-sonar,perplexity-sonar,,perplexity,,,responses,litellm,perplexity/perplexity/sonar,,,high,,,
phi-3-5-mini-instruct,Phi-3.5-mini-instruct,,,2024-08-20,128000.0,chat,modelsdev,,,phi-3.5-mini-instruct,high,,,
phi-3-5-moe-instruct,Phi-3.5-MoE-instruct,,,2024-08-20,128000.0,chat,modelsdev,,,phi-3.5-moe-instruct,high,,,
phi-3-medium-128k-instruct,Phi-3-medium-instruct (128k),,,2024-04-23,128000.0,chat,modelsdev,,,phi-3-medium-128k-instruct,high,,,
phi-3-medium-4k-instruct,Phi-3-medium-instruct (4k),,,2024-04-23,4096.0,chat,modelsdev,,,phi-3-medium-4k-instruct,high,,,
phi-3-mini-128k-instruct,Phi-3-mini-instruct (128k),,,2024-04-23,128000.0,chat,modelsdev,,,phi-3-mini-128k-instruct,high,,,
phi-3-mini-4k-instruct,Phi-3-mini-instruct (4k),,,2024-04-23,4096.0,chat,modelsdev,,,phi-3-mini-4k-instruct,high,,,
phi-3-small-128k-instruct,Phi-3-small-instruct (128k),,,2024-04-23,128000.0,chat,modelsdev,,,phi-3-small-128k-instruct,high,,,
phi-3-small-8k-instruct,Phi-3-small-instruct (8k),,,2024-04-23,8192.0,chat,modelsdev,,,phi-3-small-8k-instruct,high,,,
phi-4,Phi-4,,,2024-12-11,128000.0,chat,modelsdev,,,phi-4,high,,,
phi-4-mini,Phi-4-mini,,,2024-12-11,128000.0,chat,modelsdev,,,phi-4-mini,high,,,
phi-4-mini-instruct,Phi 4 Mini,,,2025-07-26,128000.0,chat,modelsdev,,,phi-4-mini-instruct,high,,,
phi-4-mini-reasoning,Phi-4-mini-reasoning,,,2024-12-11,128000.0,chat,modelsdev,,,phi-4-mini-reasoning,high,,,
phi-4-multimodal,Phi-4-multimodal,,,2024-12-11,128000.0,chat,modelsdev,,,phi-4-multimodal,high,,,
phi-4-multimodal-instruct,Phi 4 Multimodal,,,2025-07-26,128000.0,chat,modelsdev,,,phi-4-multimodal-instruct,high,,,
phi-4-reasoning,Phi-4-reasoning,,,2024-12-11,32000.0,chat,modelsdev,,,phi-4-reasoning,high,,,
phi-4-reasoning-plus,Phi-4-reasoning-plus,,,2024-12-11,32000.0,chat,modelsdev,,,phi-4-reasoning-plus,high,,,
pixtral-12b,Pixtral 12B,,,2024-09-01,128000.0,chat,modelsdev,,,pixtral-12b,high,,,
pixtral-12b-2409,Pixtral 12B 2409,,,2024-09-25,128000.0,chat,modelsdev,,,pixtral-12b-2409,high,,,
pixtral-large-2411,Mistral: Pixtral Large 2411,,mistralai,2024-11-19,131072.0,chat,"openrouter,modelsdev",,mistralai/pixtral-large-2411,mistralai/pixtral-large-2411,high,,,
pixtral-large-latest,Pixtral Large (latest),,,2024-11-01,128000.0,chat,modelsdev,,,pixtral-large-latest,medium,includes a 'latest' alias; mapping may change over time,,
playai-tts,playai-tts,,groq,,10000.0,audio_speech,litellm,groq/playai-tts,,,high,,,
poetools-claude-code,claude-code,claude,poetools,2025-11-27,,chat,modelsdev,,,poetools/claude-code,high,,,
pplx-70b-chat,pplx-70b-chat,,perplexity,,4096.0,chat,litellm,perplexity/pplx-70b-chat,,,high,,,
pplx-70b-online,pplx-70b-online,,perplexity,,4096.0,chat,litellm,perplexity/pplx-70b-online,,,high,,,
pplx-7b-chat,pplx-7b-chat,,perplexity,,8192.0,chat,litellm,perplexity/pplx-7b-chat,,,high,,,
pplx-7b-online,pplx-7b-online,,perplexity,,4096.0,chat,litellm,perplexity/pplx-7b-online,,,high,,,
pplx-embed-v1-0-6b,pplx-embed-v1-0-6b,,perplexity,,32768.0,embedding,litellm,perplexity/pplx-embed-v1-0.6b,,,high,,,
pplx-embed-v1-4b,pplx-embed-v1-4b,,perplexity,,32768.0,embedding,litellm,perplexity/pplx-embed-v1-4b,,,high,,,
preset-advanced-deep-research,preset-advanced-deep-research,,perplexity,,,responses,litellm,perplexity/preset/advanced-deep-research,,,high,,,
preset-deep-research,preset-deep-research,,perplexity,,,responses,litellm,perplexity/preset/deep-research,,,high,,,
preset-fast-search,preset-fast-search,,perplexity,,,responses,litellm,perplexity/preset/fast-search,,,high,,,
preset-pro-search,preset-pro-search,,perplexity,,,responses,litellm,perplexity/preset/pro-search,,,high,,,
prime-intellect-intellect-3,Prime Intellect: INTELLECT-3,,prime-intellect,2025-01-15,131072.0,chat,"openrouter,modelsdev",,prime-intellect/intellect-3,prime-intellect/intellect-3,high,,,
primeintellect-intellect-3,INTELLECT-3,,PrimeIntellect,2026-01-25,128000.0,chat,modelsdev,,,PrimeIntellect/INTELLECT-3,high,,,
pro-deepseek-ai-deepseek-r1,Pro/deepseek-ai/DeepSeek-R1,deepseek,Pro,2025-05-28,164000.0,chat,modelsdev,,,Pro/deepseek-ai/DeepSeek-R1,high,,,
pro-deepseek-ai-deepseek-v3,Pro/deepseek-ai/DeepSeek-V3,deepseek,Pro,2024-12-26,164000.0,chat,modelsdev,,,Pro/deepseek-ai/DeepSeek-V3,high,,,
pro-deepseek-ai-deepseek-v3-1-terminus,Pro/deepseek-ai/DeepSeek-V3.1-Terminus,deepseek,Pro,2025-09-29,164000.0,chat,modelsdev,,,Pro/deepseek-ai/DeepSeek-V3.1-Terminus,high,,,
pro-deepseek-ai-deepseek-v3-2,Pro/deepseek-ai/DeepSeek-V3.2,deepseek,Pro,2025-12-03,164000.0,chat,modelsdev,,,Pro/deepseek-ai/DeepSeek-V3.2,high,,,
pro-minimaxai-minimax-m2-1,Pro/MiniMaxAI/MiniMax-M2.1,,Pro,2025-12-23,197000.0,chat,modelsdev,,,Pro/MiniMaxAI/MiniMax-M2.1,high,,,
pro-minimaxai-minimax-m2-5,Pro/MiniMaxAI/MiniMax-M2.5,,Pro,2026-02-13,192000.0,chat,modelsdev,,,Pro/MiniMaxAI/MiniMax-M2.5,high,,,
pro-moonshotai-kimi-k2-5,Pro/moonshotai/Kimi-K2.5,,Pro,2026-01-27,262000.0,chat,modelsdev,,,Pro/moonshotai/Kimi-K2.5,high,,,
pro-moonshotai-kimi-k2-instruct-0905,Pro/moonshotai/Kimi-K2-Instruct-0905,,Pro,2025-09-08,262000.0,chat,modelsdev,,,Pro/moonshotai/Kimi-K2-Instruct-0905,high,,,
pro-moonshotai-kimi-k2-thinking,Pro/moonshotai/Kimi-K2-Thinking,,Pro,2025-11-07,262000.0,chat,modelsdev,,,Pro/moonshotai/Kimi-K2-Thinking,high,,,
pro-zai-org-glm-4-7,Pro/zai-org/GLM-4.7,,Pro,2025-12-22,205000.0,chat,modelsdev,,,Pro/zai-org/GLM-4.7,high,,,
pro-zai-org-glm-5,Pro/zai-org/GLM-5,,Pro,2026-02-12,205000.0,chat,modelsdev,,,Pro/zai-org/GLM-5,high,,,
public-deepseek-r1,DeepSeek R1,deepseek,public,2025-01-20,131072.0,chat,modelsdev,,,public/deepseek-r1,high,,,
public-deepseek-v3,DeepSeek V3,deepseek,public,2024-12-26,131072.0,chat,modelsdev,,,public/deepseek-v3,high,,,
public-minimax-m25,MiniMax M2.5,,public,2025-03-01,204800.0,chat,modelsdev,,,public/minimax-m25,high,,,
publicai-aisingapore-gemma-sea-lion-v4-27b-it,publicai-aisingapore-gemma-sea-lion-v4-27b-it,,publicai,,4096.0,chat,litellm,publicai/aisingapore/Gemma-SEA-LION-v4-27B-IT,,,high,,,
publicai-aisingapore-qwen-sea-lion-v4-32b-it,publicai-aisingapore-qwen-sea-lion-v4-32b-it,qwen,publicai,,4096.0,chat,litellm,publicai/aisingapore/Qwen-SEA-LION-v4-32B-IT,,,high,,,
publicai-allenai-olmo-3-32b-think,publicai-allenai-olmo-3-32b-think,,publicai,,4096.0,chat,litellm,publicai/allenai/Olmo-3-32B-Think,,,high,,,
publicai-allenai-olmo-3-7b-instruct,publicai-allenai-olmo-3-7b-instruct,,publicai,,4096.0,chat,litellm,publicai/allenai/Olmo-3-7B-Instruct,,,high,,,
publicai-allenai-olmo-3-7b-think,publicai-allenai-olmo-3-7b-think,,publicai,,4096.0,chat,litellm,publicai/allenai/Olmo-3-7B-Think,,,high,,,
publicai-bsc-lt-alia-40b-instruct-q8-0,publicai-bsc-lt-alia-40b-instruct-q8-0,,publicai,,4096.0,chat,litellm,publicai/BSC-LT/ALIA-40b-instruct_Q8_0,,,high,,,
publicai-bsc-lt-salamandra-7b-instruct-tools-16k,publicai-bsc-lt-salamandra-7b-instruct-tools-16k,,publicai,,4096.0,chat,litellm,publicai/BSC-LT/salamandra-7b-instruct-tools-16k,,,high,,,
publicai-swiss-ai-apertus-70b-instruct,publicai-swiss-ai-apertus-70b-instruct,,publicai,,4096.0,chat,litellm,publicai/swiss-ai/apertus-70b-instruct,,,high,,,
publicai-swiss-ai-apertus-8b-instruct,publicai-swiss-ai-apertus-8b-instruct,,publicai,,4096.0,chat,litellm,publicai/swiss-ai/apertus-8b-instruct,,,high,,,
qvq-max,QVQ Max,,,2025-03-25,131072.0,chat,modelsdev,,,qvq-max,high,,,
qwen-2-5-coder-32b,Qwen 2.5 Coder 32B,qwen,,2024-11-11,128000.0,chat,modelsdev,,,qwen-2.5-coder-32b,high,,,
qwen-3-235b-a22b-instruct-2507,Qwen 3 235B Instruct,qwen,,2025-07-22,131000.0,chat,modelsdev,,,qwen-3-235b-a22b-instruct-2507,high,,,
qwen-deep-research,Qwen Deep Research,qwen,,2024-01,1000000.0,chat,modelsdev,,,qwen-deep-research,high,,,
qwen-doc-turbo,Qwen Doc Turbo,qwen,,2024-01,131072.0,chat,modelsdev,,,qwen-doc-turbo,high,,,
qwen-flash,Qwen Flash,qwen,,2025-07-28,1000000.0,chat,modelsdev,,,qwen-flash,high,,,
qwen-image,Qwen Image,qwen,,2025-08-07,,,modelsdev,,,qwen-image,high,,,
qwen-long,Qwen Long 10M,qwen,,2025-01-25,10000000.0,chat,modelsdev,,,qwen-long,high,,,
qwen-math-plus,Qwen Math Plus,qwen,,2024-08-16,4096.0,chat,modelsdev,,,qwen-math-plus,high,,,
qwen-math-turbo,Qwen Math Turbo,qwen,,2024-09-19,4096.0,chat,modelsdev,,,qwen-math-turbo,high,,,
qwen-max,Qwen Max,qwen,,2024-04-03,32768.0,chat,modelsdev,,,qwen-max,high,multiple versioned variants exist for this family,,
qwen-max-2025-01-25,Qwen2.5-Max-2025-01-25,qwen,,2025-08-05,128000.0,chat,modelsdev,,,qwen-max-2025-01-25,high,multiple versioned variants exist for this family,,
qwen-max-latest,Qwen-Max-Latest,qwen,,2024-04-03,131072.0,chat,modelsdev,,,qwen-max-latest,medium,includes a 'latest' alias; mapping may change over time,,
qwen-mt-plus,Qwen-MT Plus,qwen,,2025-01,16384.0,chat,modelsdev,,,qwen-mt-plus,high,,,
qwen-mt-turbo,Qwen-MT Turbo,qwen,,2025-01,16384.0,chat,modelsdev,,,qwen-mt-turbo,high,,,
qwen-omni-turbo,Qwen-Omni Turbo,qwen,,2025-01-19,32768.0,chat,modelsdev,,,qwen-omni-turbo,high,,,
qwen-omni-turbo-realtime,Qwen-Omni Turbo Realtime,qwen,,2025-05-08,32768.0,chat,modelsdev,,,qwen-omni-turbo-realtime,high,,,
qwen-plus,Qwen Plus,qwen,,2024-01-25,1000000.0,chat,modelsdev,,,qwen-plus,high,,,
qwen-plus-character,Qwen Plus Character,qwen,,2024-01,32768.0,chat,modelsdev,,,qwen-plus-character,high,,,
qwen-plus-character-ja,Qwen Plus Character (Japanese),qwen,,2024-01,8192.0,chat,modelsdev,,,qwen-plus-character-ja,high,,,
qwen-qwen-2-5-72b-instruct,Qwen2.5 72B Instruct,qwen,qwen,2024-10-15,32768.0,chat,"openrouter,modelsdev",,qwen/qwen-2.5-72b-instruct,qwen/qwen-2.5-72b-instruct,high,,,
qwen-qwen-2-5-7b-instruct,Qwen: Qwen2.5 7B Instruct,qwen,qwen,2024-09,32768.0,chat,"openrouter,modelsdev",,qwen/qwen-2.5-7b-instruct,qwen/qwen-2.5-7b-instruct,high,,,
qwen-qwen-2-5-7b-vision-instruct,Qwen 2.5 7B Vision Instruct,qwen,qwen,2025-01-01,125000.0,chat,modelsdev,,,qwen/qwen-2.5-7b-vision-instruct,high,,,
qwen-qwen-2-5-coder-32b-instruct,Qwen2.5 Coder 32B Instruct,qwen,openrouter,2024-11-11,33792.0,chat,"litellm,openrouter,modelsdev",openrouter/qwen/qwen-2.5-coder-32b-instruct,qwen/qwen-2.5-coder-32b-instruct,qwen/qwen-2.5-coder-32b-instruct,high,,,
qwen-qwen-2-5-vl-7b-instruct,Qwen: Qwen2.5-VL 7B Instruct,qwen,qwen,2024-08-28,32768.0,chat,"openrouter,modelsdev",,qwen/qwen-2.5-vl-7b-instruct,qwen/qwen-2.5-vl-7b-instruct:free,high,,,
qwen-qwen-max,Qwen: Qwen-Max,qwen,qwen,2024-04-03,32768.0,chat,"openrouter,modelsdev",,qwen/qwen-max,qwen/qwen-max,high,,,
qwen-qwen-mt-plus,Qwen MT Plus,qwen,qwen,2025-09-03,16384.0,chat,modelsdev,,,qwen/qwen-mt-plus,high,,,
qwen-qwen-plus,Qwen: Qwen-Plus,qwen,qwen,2024-01-25,1000000.0,chat,"openrouter,modelsdev",,qwen/qwen-plus,qwen/qwen-plus,high,multiple versioned variants exist for this family,,
qwen-qwen-plus-2025-07-28,Qwen: Qwen Plus 0728 (thinking),qwen,qwen,2025-09-09,1000000.0,chat,"openrouter,modelsdev",,qwen/qwen-plus-2025-07-28:thinking,qwen/qwen-plus-2025-07-28,high,multiple versioned variants exist for this family,,
qwen-qwen-turbo,Qwen: Qwen-Turbo,qwen,qwen,2024-11-01,131072.0,chat,"openrouter,modelsdev",,qwen/qwen-turbo,qwen/qwen-turbo,high,,,
